poi_geohash6,poi_id,poi_name,poi_latitude,poi_longitude,poi_house,poi_street,poi_country_name,poi_city_name,poi_category_l1,poi_category_l2,poi_category_l3,poi_postcode,poi_l1,poi_l2,poi_l3,poi_l4
w3gyjp,IT.2EKX1M4RZQ4ZS,"{""en"":""Mlem Milk Tea"",""vi"":""Mlem Milk Tea""}",10.94132193508726,106.7436550286472,25,"{""en"":""An Phú 25"",""vi"":""An Phú 25""}",Vietnam,Ho Chi Minh,food and beverage,chinese,,75000,Ho Chi Minh City,An Phu Ward,,
w3gv6g,IT.2K8LEWSKW9VJ4,"{""en"":""Scb Tan Binh""}",10.785839125241232,106.65385095314188,,{},Vietnam,Ho Chi Minh,financial,atm,,70000,Ho Chi Minh City,Tan Son Nhat Ward,,
w3gv6g,IT.2Q26UESB6W8RZ,"{""en"":""Quang Hung Steel Sheet Shop"",""vi"":""Cửa Hàng Tôn Thép Lá Quang Hưng""}",10.78371091,106.6544993,2-3,"{""en"":""Nghĩa Phát"",""vi"":""Nghĩa Phát""}",Vietnam,Ho Chi Minh,home services,home construction,building supplies,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gyjp,IT.31UDYBTPAVJVT,"{""en"":""Co Kim Beauty Salon"",""vi"":""Cô Kim Beauty""}",10.939563068386377,106.74627973240206,19D/A3,"{""en"":""Đường X3"",""vi"":""Đường X3""}",Vietnam,Ho Chi Minh,beauty services,,,75000,Ho Chi Minh City,An Phu Ward,,
w3gv6g,IT.39L83AMGCBR29,"{""en"":""68 Le Minh Xuan St."",""vi"":""68 Lê Minh Xuân""}",10.78657118,106.6526605,68,"{""en"":""Lê Minh Xuân"",""vi"":""Lê Minh Xuân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gyjp,IT.3A2KIKSM6335E,"{""en"":""12 Street N4 - Phat Trien Do Thi Tan Binh Residence"",""vi"":""12 Đường N4 - KDC Phát Triển Đô Thị Tân Bình""}",10.938868989132814,106.75196071059878,12,"{""en"":""Đường N4, KDC Phát Triển Đô Thị Tân Bình"",""vi"":""Đường N4, KDC Phát Triển Đô Thị Tân Bình""}",Vietnam,Ho Chi Minh,residential,,,75000,Ho Chi Minh City,Tan Dong Hiep Ward,,
w3gv6g,IT.3A6HU7UYLOUQU,"{""en"":""TKT Sewing Workshop"",""vi"":""Xưởng May TKT""}",10.783484007159714,106.64990399999772,801/19,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,general merchandise,fashion,bespoke,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.3ASGH4HPRMVCM,"{""en"":""Room For Rent - 23/30 Bui The My"",""vi"":""Cho Thuê Phòng Trọ - 23/30 Bùi Thế Mỹ""}",10.784790365152375,106.64763574974484,23/30,"{""en"":""Bùi Thế Mỹ"",""vi"":""Bùi Thế Mỹ""}",Vietnam,Ho Chi Minh,hotel,hostels,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.3B1ZDXGI08VAU,"{""en"":""64 Street No.1"",""vi"":""64 Đường Số 1""}",10.78705346,106.6464284,64,"{""en"":""Số 1""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.3GIT6YMUUZ6LD,"{""en"":""1017/51 Lac Long Quan St."",""vi"":""1017/51 Lạc Long Quân""}",10.787765407336579,106.64959160770468,1017/51,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.3HVBJ6CZCOY9K,"{""en"":""185/20/15 Ni Su Huynh Lien St."",""vi"":""185/20/15 Ni Sư Huỳnh Liên""}",10.78424388,106.644951,185/20/15,"{""en"":""Ni Sư Huỳnh Liên"",""vi"":""Ni Sư Huỳnh Liên""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.3HVLRNC8LPGF1,"{""en"":""Linh Dan Beauty Salon"",""vi"":""Beauty Salon Linh Đan""}",10.78489598,106.6450276,10 Lô A,"{""en"":""Thai Thi Nhan""}",Vietnam,Ho Chi Minh,beauty services,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.3KIE4DAVEP51A,"{""en"":""Dung Oanh Fashion Garment Co.,LTD"",""vi"":""Công Ty TNHH May Mặc Thời Trang Dũng Oanh""}",10.785600209052134,106.65038980837375,911/23,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,general merchandise,fashion,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.3M6PREP73R6WZ,"{""en"":""44 Dong Ho St."",""vi"":""44 Đông Hồ""}",10.78356996,106.653237,44,"{""en"":""Đông Hồ"",""vi"":""Đông Hồ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.3M767YM264TG7,"{""en"":""Dù Che Nắng TPHCM""}",10.78626,106.65156,14,"{""en"":""Lê Minh Xuân"",""vi"":""Lê Minh Xuân""}",Vietnam,Ho Chi Minh,general merchandise,home furnishing,furniture,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gyjp,IT.3Q4WVU6NLYUC0,"{""en"":""48 D3B St. - Tan Phuoc Quarter"",""vi"":""48 Đường D3B - KP.Tân Phước""}",10.94211479,106.7516047,48,"{""en"":""Đường D3b"",""vi"":""Đường D3b""}",Vietnam,Ho Chi Minh,residential,,,75000,Ho Chi Minh City,Tan Dong Hiep Ward,,
w3gv6g,IT.3QPAJX17SZSYX,"{""en"":""43/12 Dong Ho St."",""vi"":""43/12 Đông Hồ""}",10.783564,106.651863,43/12,"{""en"":""Đông Hồ"",""vi"":""Đông Hồ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.3QZ6QERXKDGY1,"{""en"":""Mì Quảng Gà Ta 3 MIỀN - Bánh Cuốn Hải Sản CUNG ĐÌNH""}",10.788285,106.650984,15,"{""en"":""Bảy Hiền"",""vi"":""Bảy Hiền""}",Vietnam,Ho Chi Minh,food and beverage,vietnamese,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.03JKNYZ38RLB9,"{""en"":""Tuan Thu Clothing Shop"",""vi"":""Cửa Hàng Quần Áo Tuấn Thu""}",10.785376350189665,106.65301957690662,316,"{""en"":""Phú Hoà"",""vi"":""Phú Hoà""}",Vietnam,Ho Chi Minh,general merchandise,fashion,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.05LJUVN9QBII3,"{""en"":""Thanh Nhan Electromechanical Store"",""vi"":""Cửa Hàng Điện Cơ Thành Nhân""}",10.78791,106.6517,1224,"{""en"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,general merchandise,home furnishing,appliances,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gyjp,IT.0M64Q7YV4A1XI,"{""en"":""146/8 Tan Phuoc Quarter"",""vi"":""146/8 KP.Tân Phước""}",10.94196946,106.7519058,146/8,"{""en"":""Tan Phu Quarter""}",Vietnam,Ho Chi Minh,residential,,,75000,Ho Chi Minh City,Tan Dong Hiep Ward,,
w3gv6g,IT.0NZPCQKFSWQ1G,"{""en"":""211 Hong Lac St."",""vi"":""211 Hồng Lạc""}",10.787802613982592,106.64646113686467,211,"{""en"":""Hồng Lạc"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.0OTYKVYVMV474,"{""en"":""Nhat Khang Fabric Store"",""vi"":""Cửa Hàng Vải Nhật Khang""}",10.786671609020829,106.65319186960318,88,"{""en"":""Lê Minh Xuân"",""vi"":""Lê Minh Xuân""}",Vietnam,Ho Chi Minh,general merchandise,fashion,fabric stores,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gyjp,IT.0RJAE8NEPDLGW,"{""en"":""Viet Thang Mechanic"",""vi"":""Cơ Khí Việt Thắng""}",10.939210945150379,106.74969600297436,232B/1,"{""en"":""Lê Hồng Phong"",""vi"":""Lê Hồng Phong""}",Vietnam,Ho Chi Minh,auto,auto repair,diy auto shop,75000,Ho Chi Minh City,An Phu Ward,,KP. 1A
w3gv6g,IT.0W1OAW7QEZTX2,"{""en"":""97/12 Hong Lac St."",""vi"":""97/12 Hồng Lạc""}",10.78602747,106.6484917,97/12,"{""en"":""Đường Hồng Lạc"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gyjp,IT.0YDWNNIRNO6RE,"{""en"":""13/C1 Street X1 - Group 3"",""vi"":""13/C1 Đường X1 - KP.3""}",10.936945935952735,106.74460011635568,13/C1,"{""en"":""Street X1"",""vi"":""Đường X1""}",Vietnam,Ho Chi Minh,residential,,,75000,Ho Chi Minh City,An Phu Ward,,Quarter 3
w3gv6g,IT.15C4LWSI26QOS,"{""en"":""Ut Son Mobile Phone Shop"",""vi"":""Cửa Hàng Điện Thoại Di Động Út Sơn""}",10.787601815359992,106.64514942521691,97,"{""en"":""Phan Sào Nam"",""vi"":""Phan Sào Nam""}",Vietnam,Ho Chi Minh,general merchandise,electronics,cell phone accessories,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.15HPQV0DXBLNO,"{""en"":""36A Hong Lac St."",""vi"":""36A Hồng Lạc""}",10.78528742,106.6501388,36A,"{""en"":""Huynh Lien St"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.19O7W6GNBLDX6,"{""en"":""22A Phu Hoa St."",""vi"":""22A Phú Hoà""}",10.78619236,106.6551005,22A,"{""en"":""Phú Hòa"",""vi"":""Phú Hòa""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Son Nhat Ward,,
w3gv6g,IT.1BGQRBLS2WPXL,"{""en"":""38 Le Minh Xuan St."",""vi"":""38 Lê Minh Xuân""}",10.786514042703715,106.6520141537427,38,"{""en"":""Lê Minh Xuân"",""vi"":""Lê Minh Xuân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gyjp,IT.1FS0KRLXFOADX,"{""en"":""184/8 Street D2D"",""vi"":""184/8 Đường D2D""}",10.941245,106.752495,184/8,"{""en"":""Đường D2d"",""vi"":""Đường D2d""}",Vietnam,Ho Chi Minh,residential,,,75000,Ho Chi Minh City,Tan Dong Hiep Ward,,
w3gv6g,IT.1RU5N7ZB034G2,"{""en"":""13 Phu Hoa St."",""vi"":""13 Phú Hoà""}",10.7854693,106.6533236,13,"{""en"":""Phú Hòa"",""vi"":""Phú Hòa""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.1SQZGQODUQ8AY,"{""en"":""106 Street No.1"",""vi"":""106 Đường Số 1""}",10.7873012,106.6456014,106,"{""en"":""Đường Số 1"",""vi"":""Đường Số 1""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1SR8CR8W0QA5Z,"{""en"":""985/10 Lac Long Quan St."",""vi"":""985/10 Lạc Long Quân""}",10.78695077,106.650861,985/10,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1YN0QQP8L1S6M,"{""en"":""16/31 Thai Thi Nhan St."",""vi"":""16/31 Thái Thị Nhạn""}",10.78412075,106.6448696,16/31,"{""en"":""Thái Thị Nhạn"",""vi"":""Thái Thị Nhạn""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1ZXNYB0L2JD8Z,"{""en"":""29-31 Street No.1"",""vi"":""29-31 Đường Số 1""}",10.786433197983285,106.64742534234426,29-31,"{""en"":""Đường Số 1"",""vi"":""Đường Số 1""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gyjp,IT.204CMJF6F3Q46,"{""en"":""15 Street D6"",""vi"":""15 Đường D6""}",10.93988599301808,106.75250704662523,15 ,"{""en"":""Đường D6, KDC Phát Triển Đô Thị Tân Bình"",""vi"":""Đường D6, KDC Phát Triển Đô Thị Tân Bình""}",Vietnam,Ho Chi Minh,residential,,,75000,Ho Chi Minh City,Tan Dong Hiep Ward,,KP.Tân Phước
w3gyjp,IT.20YQAOZQWSU4W,"{""en"":""25 N1 St. - Tan Phuoc Quarter"",""vi"":""25 Đường N1 - Kp. Tân Phước""}",10.93977178,106.750464,30,"{""en"":""Đường N1, Kp. Tân Phước""}",Vietnam,Ho Chi Minh,residential,,,75000,Ho Chi Minh City,Tan Dong Hiep Ward,,KP. Tân Phước
w3gv6g,IT.214D1VW2YJG7K,"{""en"":""Thu Thu Fashion Shop"",""vi"":""Cửa Hàng Thời Trang Thu Thu""}",10.78751464,106.6522985,24,"{""en"":""Đường Tân Lập""}",Vietnam,Ho Chi Minh,general merchandise,fashion,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.2331T1OBJDA93,"{""en"":""Phi Yen Business Households"",""vi"":""Hộ Kinh Doanh Phi Yến""}",10.784932,106.649137,49/8/7,"{""en"":""Hồng Lạc"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,general merchandise,home furnishing,home decor,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.23F930JCNLALZ,"{""en"":""1028/3 Lac Long Quan St."",""vi"":""1028/3 Lạc Long Quân""}",10.78372066,106.6511073,1028/3,"{""en"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gyjp,IT.2DFHVDEZSJCDS,"{""en"":""10 Street D7 - Tan Phuoc Quarter"",""vi"":""10 Đường D7 - KP.Tân Phước""}",10.9401250442061,106.75278117633,10,"{""en"":""Đường D7"",""vi"":""Đường D7""}",Vietnam,Ho Chi Minh,residential,,,75000,Ho Chi Minh City,Tan Dong Hiep Ward,,KP. Tân Phước
w3gv6g,IT.2K1368STC4F90,"{""en"":""Vi Phi Fashion Store"",""vi"":""Cửa Hàng Thời Trang Vi Phi""}",10.78706703605583,106.65279014390728,59-60,"{""en"":""Tân Xuân"",""vi"":""Tân Xuân""}",Vietnam,Ho Chi Minh,general merchandise,fashion,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.2XTT3IFXFHWBP,"{""en"":""Dai Phong Phu General Trading Co.,LTD"",""vi"":""Công Ty TNHH Tổng Hợp TM Đại Phong Phú""}",10.788092911298307,106.65168502901719,1049,"{""en"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,industrial,company type,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.30OT3PGNQF0IN,"{""en"":""11 Ba Gia St."",""vi"":""11 Ba Gia""}",10.78605006,106.6544268,11,"{""en"":""Ba Gia St""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Son Nhat Ward,,
w3gv6g,IT.34KNTKZR88TCP,"{""en"":""911/22/14 Lac Long Quan St."",""vi"":""911/22/14 Lạc Long Quân""}",10.7858106,106.6507451,911/22/14,"{""en"":""Lac Long Quan""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.38BT91P39JAS9,"{""en"":""Hung Lien Fabric Store"",""vi"":""Cửa Hàng Vải Hùng Liên""}",10.78605375,106.645463,D28-D29,"{""en"":""Vườn Lan"",""vi"":""Ni Sư Huỳnh Liên""}",Vietnam,Ho Chi Minh,general merchandise,fashion,fabric stores,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.3CZRBT8D5RMV8,"{""en"":""73/1/2 Ni Su Huynh Lien St."",""vi"":""73/1/2 Ni Sư Huỳnh Liên""}",10.78325727,106.6488379,73/1/2,"{""en"":""Vườn Lan"",""vi"":""Ni Sư Huỳnh Liên""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.3IKZ6WI2AZAL7,"{""en"":""Nhu Quynh Garment Accessories Store"",""vi"":""Cửa Hàng Phụ Liệu May Mặc Như Quỳnh""}",10.78404428,106.653619,26,"{""en"":""Đường Thủ Khoa Huân""}",Vietnam,Ho Chi Minh,general merchandise,fashion,bespoke,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.3PV1WAO9I2RXB,"{""en"":""Bếp nhà Nhi Du""}",10.784953,106.645101,011,"{""en"":""Thái Thị Nhạn"",""vi"":""Thái Thị Nhạn""}",Vietnam,Ho Chi Minh,food and beverage,chinese,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.3SYA1S4DH7NW1,"{""en"":""130/18 Hong Lac St."",""vi"":""130/18 Hồng Lạc""}",10.78699234,106.6488379,130/18,"{""en"":""Hồng Lạc"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.00DIYXH07E30G,"{""en"":""53/10 Pham Phu Thu St."",""vi"":""53/10 Phạm Phú Thứ""}",10.78849415,106.6485484,53/10,"{""en"":""Đường Phạm Phú Thứ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.04GC6SN7IXV20,"{""en"":""Thuan Hung Private Company"",""vi"":""DNTN Thuận Hưng""}",10.78495922,106.6536646,1,"{""en"":""Duy Tan St."",""vi"":""Duy Tân""}",Vietnam,Ho Chi Minh,professional services,construction,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.04UR5PD5OWFY9,"{""en"":""10 Thai Thi Nhan St."",""vi"":""10 Thái Thị Nhạn""}",10.784586636003965,106.64435204559783,10,"{""en"":""Thái Thị Nhạn"",""vi"":""Thái Thị Nhạn""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.0B8ZINENXDT1C,"{""en"":""12/6 Dang Minh Tru St."",""vi"":""12/6 Đặng Minh Trứ""}",10.78446767,106.6465522,12/6,"{""en"":""Đặng Minh Trứ"",""vi"":""Đặng Minh Trứ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.0BUA4HG3P0NKW,"{""en"":""7 Tran Trieu Luat St."",""vi"":""7 Trần Triệu Luật""}",10.78492535,106.65518,7,"{""en"":""Trần Triệu Luật"",""vi"":""Trần Triệu Luật""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Son Nhat Ward,,
w3gv6g,IT.0FEGK8P9L43L0,"{""en"":""1010/5 Lac Long Quan St."",""vi"":""1010/5 Lạc Long Quân""}",10.78321158,106.650992,1010/5,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.0G8009NMHJV8Q,"{""en"":""88/24/2 Phan Sao Nam St."",""vi"":""88/24/2 Phan Sào Nam""}",10.78832974,106.6443558,88/24/2,"{""en"":""Phan Sào Nam"",""vi"":""Phan Sào Nam""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.0VV92E8DBNJ67,"{""en"":""73/6 Dang Minh Tru St."",""vi"":""73/6 Đặng Minh Trứ""}",10.78605401,106.6480153,73/6,"{""en"":""Đặng Minh Trứ"",""vi"":""Đặng Minh Trứ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.10708SXL4V3HJ,"{""en"":""JOMO Hair Accessories"",""vi"":""Phụ Liệu Tóc JOMO""}",10.78685589938297,106.65361582154571,490,"{""en"":""Lý Thường Kiệ""}",Vietnam,Ho Chi Minh,general merchandise,fashion,accessories,70000,Ho Chi Minh City,Tan Son Nhat Ward,,
w3gv6g,IT.1AWYB1Z5RWOBB,"{""en"":""75 Hong Lac St."",""vi"":""75 Hồng Lạc""}",10.78580061,106.6491981,75,"{""en"":""Hong Lac""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1GITUNY1CFVSY,"{""en"":""985/5 Lac Long Quan St."",""vi"":""985/5 Lạc Long Quân""}",10.78688601,106.6509519,985/5,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1H05056JFEXGU,"{""en"":""93/21 Pham Phu Thu St."",""vi"":""93/21 Phạm Phú Thứ""}",10.788137423018412,106.6476006641393,93/21,"{""en"":""Phạm Phú Thứ"",""vi"":""Phạm Phú Thứ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gyjp,IT.1HN903WR1VLWI,"{""en"":""Lien Trinh Tailors"",""vi"":""Nhà May Liên Trinh""}",10.940469249041712,106.7488853875339,,"{""en"":""An Phú 7"",""vi"":""An Phú 7""}",Vietnam,Ho Chi Minh,general merchandise,fashion,bespoke,75000,Ho Chi Minh City,An Phu Ward,,KP.1A
w3gv6g,IT.1J0G11PDN26PE,"{""en"":""407/6 Ly Thuong Kiet St."",""vi"":""407/6 Lý Thường Kiệt""}",10.78322671,106.6539737,407/6,"{""en"":""Lý Thường Kiệt"",""vi"":""Lý Thường Kiệt""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.1N645LULH3X91,"{""en"":""10 Lot E Street No.1 - Bau Cat 2 Area"",""vi"":""10 Lô E Đường Số 1 - Khu Bàu Cát 2""}",10.785913969646643,106.64432248656675,10 Lô E,"{""en"":""Đường Số 1, Khu Bàu Cát 2"",""vi"":""Đường Số 1, Khu Bàu Cát 2""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gyjp,IT.1WTBL1FH63NDD,"{""en"":""Thuan Hien Facility"",""vi"":""Cơ sơ Thuận Hiền""}",10.93710027,106.7504109,3,"{""en"":""Cơ Sơ Thuận Hiền""}",Vietnam,Ho Chi Minh,professional services,construction,,75000,Ho Chi Minh City,Di An Ward,,Tổ 3
w3gv6g,IT.1YTDSRYT2B21W,"{""en"":""17/8 Street No.4"",""vi"":""17/8 Đường Số 4""}",10.78591502,106.6458784,17/8,"{""en"":""Đường Số 4"",""vi"":""Đường Số 4""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.1YTZE656YIBA6,"{""en"":""817/4 Lac Long Quan St."",""vi"":""817/4 Lạc Long Quân""}",10.78389976,106.6505845,817/4,"{""en"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.26S0F9OVCQKTL,"{""en"":""12 Bay Hien St."",""vi"":""12 Bảy Hiền""}",10.7880283,106.6509462,12,"{""en"":""Bảy Hiền"",""vi"":""Bảy Hiền""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.27KMIOZGGFVMN,"{""en"":""70 Dang Minh Tru St."",""vi"":""70 Đặng Minh Trứ""}",10.785699738044144,106.64749798140849,70,"{""en"":""Dang Minh Tru St.""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.2LHWE5BRPFAIO,"{""en"":""180/7 Hong Lac St."",""vi"":""180/7 Hồng Lạc""}",10.78743782,106.6478323,180/7,"{""en"":""Hồng Lạc"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.2R1KJ7T9ZRXL2,"{""en"":""Nhật Long -Bàn ghế cafe-trà sữa""}",10.78837,106.65297,,{},Vietnam,Ho Chi Minh,general merchandise,home furnishing,paint stores,70000,Ho Chi Minh City,Tan Hoa Ward,,Tân Tạo
w3gv6g,IT.2XAS27FRWVHSU,"{""en"":""Dung Thin Fashion Store"",""vi"":""Cửa Hàng Thời Trang Dung Thìn""}",10.78758980206446,106.65230850735713,26,"{""en"":""Tân Lập"",""vi"":""Tân Lập""}",Vietnam,Ho Chi Minh,general merchandise,fashion,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.31GXRJNZ2DHC4,"{""en"":""127/2/14 Ni Su Huynh Lien St."",""vi"":""127/2/14 Ni Sư Huỳnh Liên""}",10.783189423143881,106.64728392454316,127/2/14,"{""en"":""Ni Sư Huỳnh Liên"",""vi"":""Ni Sư Huỳnh Liên""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.35CX7K1YPQCAU,"{""en"":""Hau Clothing Shop - 957A Lac Long Quan"",""vi"":""Shop Quần Áo Hậu - 957A Lạc Long Quân""}",10.786272245916422,106.65119789023908,957a,"{""en"":""Lạc Long Quân"",""vi"":""Lạc Long Quân""}",Vietnam,Ho Chi Minh,general merchandise,fashion,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.35PN0W3ZXIXHS,"{""en"":""Mon Music"",""vi"":""Mon Music""}",10.785386288364393,106.64562400773235,196,"{""en"":""Ni Sư Huỳnh Liên"",""vi"":""Ni Sư Huỳnh Liên""}",Vietnam,Ho Chi Minh,general merchandise,media,video game stores,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.35QB8ERFCUP9D,"{""en"":""Long Chau Pharmacy - 208 Ni Su Huynh Lien"",""vi"":""Nhà Thuốc Long Châu - 208 Ni Sư Huỳnh Liên""}",10.785535996410488,106.64567240674177,208,"{""en"":""Ni Sư Huỳnh LIên"",""vi"":""Ni Sư Huỳnh Liên""}",Vietnam,Ho Chi Minh,healthcare,pharmacy,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.369UQQRTXNPT9,"{""en"":""130/11 Ni Su Huynh Lien St."",""vi"":""130/11 Ni Sư Huỳnh Liên""}",10.78420789,106.6471052,130/11,"{""en"":""Vườn Lan"",""vi"":""Ni Sư Huỳnh Liên""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Bay Hien Ward,,
w3gv6g,IT.3FGH8JE5ZJ1PQ,"{""en"":""39B Tan Tho St."",""vi"":""39B Tân Thọ""}",10.78680885,106.6521627,39B,"{""en"":""Tân Thọ"",""vi"":""Tân Thọ""}",Vietnam,Ho Chi Minh,residential,,,70000,Ho Chi Minh City,Tan Hoa Ward,,
w3gv6g,IT.3GE01N9UA4WXB,"{""en"":""Tam Diem Fashion Garment Import Export JSC"",""vi"":""Công Ty CP Xuất Nhập Khẩu May Mặc Tâm Diễm Fashion""}",10.784971406518906,106.65051261402522,12,"{""en"":""Hồng Lạc"",""vi"":""Hồng Lạc""}",Vietnam,Ho Chi Minh,general merchandise,fashion,fabric stores,70000,Ho Chi Minh City,Bay Hien Ward,,
